,name,type,promoter.name,info,pleaseNote,priceMin,priceMax,subGenre,city,state,venueName,attractionName,artists,num.artists,latitude,longitude,venueUpcoming,meanPrice,date
118,Fabolous Summer Time SO3 Tour,event,LIVE NATION MUSIC,Those in need of Accessible accommodations should purchase a General Admission ticket and will be taken care of at the venue.,"This event has been rescheduled. Original Date: Friday, March 13, 2020 8:00PM New Date: Friday, May 29th, 2020 8:00PM For additional information click here VIP Meet & Greet Ticket includes a general admission ticket plus a personal meet & greet and photo opportunity with Fabolous. Meet & greet takes place at the conclusion of the show at the front of the stage. GUEST MUST PROVIDE THEIR OWN CAMERA or CELL PHONE for photo opportunity.",55.0,55.0,French Rap,Wallingford,Connecticut,The Dome at Toyota Presents Oakdale Theatre,Fabolous,['Fabolous'],1,41.4486599,-72.846188,17,55.0,2020-05-29
119,Young Dolph - No Rules Tour,event,PROMOTED BY VENUE,"This event has been rescheduled to Friday, August 21st at 8pm.","This event has been rescheduled to Friday, August 21st at 8pm.",35.0,75.0,French Rap,Sauget,Illinois,Pops Concert Venue,Young Dolph,"['Young Dolph', 'Key Glock']",2,38.60242,-90.175567,28,55.0,2020-08-21
120,Ice Cube,event,PROMOTED BY VENUE,,,39.0,250.0,French Rap,Tuolumne,California,Westside Pavilion at Black Oak Casino,Ice Cube,['Ice Cube'],1,37.964887,-120.242633,2,144.5,2020-05-23
121,Midwest Spring Jam,event,PROMOTED BY VENUE,,"This event has been rescheduled to October 10, 2020. Event tickets from March 14, 2020 will be honored. All Ages Show. Ticket prices increase $10 day of show.",27.0,67.0,French Rap,Dubuque,Iowa,Five Flags Center,Bone Thugs-N-Harmony,"['Bone Thugs-N-Harmony', 'Twista', 'Do or Die']",3,42.497614,-90.6654504,22,47.0,2020-10-10
122,NF - The Search Tour,event,PROMOTED BY VENUE,,,22.0,46.5,French Rap,Park City,Kansas,Hartman Arena,NF,['NF'],1,37.82668018,-97.33095802,27,34.25,2020-05-10
123,"Tech N9ne's Enterfear Tour ft. Jelly Roll, Krizz Kaliko, King Iso & Maez301",event,,"Tickets available locally at Music Coop, Listen Here(GP) & All 3 Magic Man Outlets (Medford & GP)While crafting what would be one of the most important albums of his career, Tech N9ne thought back to some of his early material. Before Strange Music became the No. 1 independent rap music label, the Kansas City rapper released The Calm Before The Storm. The acclaimed collection included songs that hinted at the type of artist he would become, from the conceptually rich Questions to the devilishly clever Mitch Bade.So for The Storm, Tech N9ne wanted to revisit and build upon his musical foundation. I knew if I named it The Storm, it would push me to do the best music Ive ever done, Tech N9ne explains. Im coming off of Special Effects, which featured songs with Eminem, Krizz Kaliko, 2 Chainz, B.o.B and T.I. But its not just the features. It was a big record, period. I just couldnt come with a title that wasnt going to push me. It actually pushed me to do some damn good music, man.The resulting The Storm features Tech N9ne delivering 20 stellar songs that fit into three sonic worlds. The Storm kicks off with the Kingdom section, a showcase for the rappers narcissistic side. He then travels to Clown Town, which finds him at his darkest. The set closes with the G. Zone, a nod to the gangster side of his personality.For his own work, Tech N9ne has a high standard. I have to rap against Tech N9ne every time I do a record, he says. And thats hard to do. Tech N9ne has been doing just that since he emerged in the mid-1990s. Subsequently, the visionary rapper has become as one of the genres most prolific and acclaimed artists. He and business partner Travis OGuin have built Strange Music into the industry standard with robust music, touring and merchandise components. Even though Strange Music remains fiercely independent, Tech N9ne still enjoys major label level success. He earned his second and third gold certifications in 2016 for his Fragile and Hood Go Crazy singles, testaments to OGuins and his dedication to the company. Reinvest, reinvest, reinvest, Tech N9ne says. Thats how you build. Thats how we built this empire.As Strange Music grew into a music industry force, it developed a reputation over the last decade-plus as one of the only reliable businesses in the field. All of that made the The Storm so striking to Tech N9nes fans and Tech N9ne himself, but the workload is not easy. Its hard, but I make sure that I have some happiness around me at all times Tech says.Revisiting his roots and overcoming adversity helped shape The Storm, Tech N9nes most powerful musical moment. Brace yourself.","No cameras, audio or video. No crowdsurfing/moshing. Opening acts subject to change. No refunds.",32.0,32.0,None,Ashland,Oregon,Ashland Armory,Tech N9ne,"['Tech N9ne', 'Krizz Kaliko']",2,42.198693,-122.713332,2,32.0,2020-04-21
124,"Tech N9ne's Enterfear Tour ft. Jelly Roll, Krizz Kaliko, King Iso, Maez301 & Chandler P",event,,"Tickets available locally at Ranch Records & CannaVida.While crafting what would be one of the most important albums of his career, Tech N9ne thought back to some of his early material. Before Strange Music became the No. 1 independent rap music label, the Kansas City rapper released The Calm Before The Storm. The acclaimed collection included songs that hinted at the type of artist he would become, from the conceptually rich Questions to the devilishly clever Mitch Bade.So for The Storm, Tech N9ne wanted to revisit and build upon his musical foundation. I knew if I named it The Storm, it would push me to do the best music Ive ever done, Tech N9ne explains. Im coming off of Special Effects, which featured songs with Eminem, Krizz Kaliko, 2 Chainz, B.o.B and T.I. But its not just the features. It was a big record, period. I just couldnt come with a title that wasnt going to push me. It actually pushed me to do some damn good music, man.The resulting The Storm features Tech N9ne delivering 20 stellar songs that fit into three sonic worlds. The Storm kicks off with the Kingdom section, a showcase for the rappers narcissistic side. He then travels to Clown Town, which finds him at his darkest. The set closes with the G. Zone, a nod to the gangster side of his personality.For his own work, Tech N9ne has a high standard. I have to rap against Tech N9ne every time I do a record, he says. And thats hard to do. Tech N9ne has been doing just that since he emerged in the mid-1990s. Subsequently, the visionary rapper has become as one of the genres most prolific and acclaimed artists. He and business partner Travis OGuin have built Strange Music into the industry standard with robust music, touring and merchandise components. Even though Strange Music remains fiercely independent, Tech N9ne still enjoys major label level success. He earned his second and third gold certifications in 2016 for his Fragile and Hood Go Crazy singles, testaments to OGuins and his dedication to the company. Reinvest, reinvest, reinvest, Tech N9ne says. Thats how you build. Thats how we built this empire.As Strange Music grew into a music industry force, it developed a reputation over the last decade-plus as one of the only reliable businesses in the field. All of that made the The Storm so striking to Tech N9nes fans and Tech N9ne himself, but the workload is not easy. Its hard, but I make sure that I have some happiness around me at all times Tech says.Revisiting his roots and overcoming adversity helped shape The Storm, Tech N9nes most powerful musical moment. Brace yourself.","No cameras, audio or video. No crowdsurfing/moshing. Opening acts subject to change. No refunds.",30.0,30.0,None,Bend,Oregon,Midtown Ballroom,Tech N9ne,"['Tech N9ne', 'Krizz Kaliko']",2,44.059788,-121.308303,5,30.0,2020-04-18
125,Cypress Hill - April 2020,event,,Cypress Hill - Haunted Hill VIP Upgrade***Package includes:- Early entry into the venue- Limited Edition Cypress Hill Haunted Hill bong (exclusive to VIP package only!)- Cypress Hill rolling try- Cypress Hill grinder- Cypress Hill lighter- Commemorative Haunted Hill VIP laminate- Limited availability***UPGRADE DOES NOT INCLUDE A TICKET. TICKET TO THE CONCERT MUST BE PURCHASED SEPERATELY. ______________________________THIS SHOW IS GENERAL ADMISSION. NO SEATS ON THE MAIN FLOOR. STANDING ROOM ONLY. LIMITED SEATING AVAILABLE IN BALCONY. BALCONY IS FOR PATRONS 21 YEARS OF AGE AND OLDER WITH PROPER ID. BALCONY SEAT TICKET MUST BE PURCHASED FOR SEATING.NO REFUNDS/ EXCHANGES UNLESS HEADLINER CANCELS.ALL TICKET SALES ARE SUBJECT TO SERVICE FEES.PARKING IN THE MARQUEE LOTS IS AN ADDITIONAL $10.00 PER SPACE USED. CASH ONLY AND PAID TO THE PARKING ATTENDANTS NIGHT OF THE EVENT,"This event is 13 and over. Any Ticket holder unable to present valid identification indicating that they are at least 13 years of age will not be admitted to this event, and will not be eligible for a refund. The maximum number of tickets per purchase for each event is the maximum number permitted per customer purchase. Your name, credit card, address, and email address will be verified. Lucky Man Concerts/The Marquee reserve the right to cancel any orders in excess of the stated ticket limit. Any tickets suspected of being purchased for the sole purpose of reselling can be cancelled at the discretion of Lucky Man Concerts/The Marquee.",42.0,99.0,Urban,Tempe,Arizona,Marquee Theatre,Cypress Hill,"['Cypress Hill', 'Everlast']",2,33.43699137,-111.94398356,43,70.5,2020-04-18
126,No Limit Reunion Tour,event,PROMOTED BY VENUE,"Event has been rescheduled to Sunday, May 31, 2020. Origina tickets honored. Doors open one (1) hour prior to showtime General Parking $15.00 Valet Parking $25.00","Event has been rescheduled to Sunday, May 31, 2020 Doors open one (1) hour prior to showtime General Parking $15.00 Valet Parking $25.00",40.0,75.0,French Rap,Cedar Park,Texas,H-E-B Center at Cedar Park,Master P,"['Master P', 'Silkk the Shocker', 'Fiend', 'Mystikal', 'Mia X']",5,30.5393195,-97.82448,36,57.5,2020-05-31
127,Fabolous   Cold Summer Tour,event,PROMOTED BY VENUE,"This is a 18+ Event with valid form of identification. For US citizens, a valid DMV-issued photo ID or USA passport is required. For international guests, a valid passport is required. Doors 9pm All items brought onto the property are subject to inspection. Lighters are not allowed & there is absolutely NO SMOKING OR VAPING allowed at the venue per the city of Boston Ordinances. All bags larger than 10 in x 9 in, backpacks, professional cameras (i.e detachable lenses), video equipment, luggage, & like articles are strictly prohibited. Any medication must be accompanied with proof of prescription. Guests are prohibited from bringing weapons. Weapons include, but are not limited to, the following: firearms, explosives, stun guns, handcuffs, brass knuckles, sticks, clubs, batons, & knives. Patrons with prohibited articles will be turned away at the entrances and no storage or check area will be provided. Violation of the above will result in IMMEDIATE EJECTION.","Event has been rescheduled to May 31st 2020. Original tickets purchased will be honored. Refunds are available at point of purchase if requested. This is a 18+ Event with valid form of identification. For US citizens, a valid DMV-issued photo ID or USA passport is required. For international guests, a valid passport is required. Support acts are subject to change without notice.",39.5,39.5,French Rap,Boston,Massachusetts,Big Night Live,Fabolous,['Fabolous'],1,42.365977,-71.0617,62,39.5,2020-05-31
128,DaBaby,event,MAMMOTH INC,"DaBaby - VIP Pit, GA Pit (includes entire lower bowl, seats + standing), Reserved Upper. The lawn is closed for this event. Doors 5:00pm / Show 6:30pm. VIP Pit Tickets include a preferred viewing area at the front of the stage, early entry, and VIP Club Access.",,49.5,199.5,French Rap,Bonner Springs,Kansas,Providence Medical Center Amphitheater,DaBaby,['DaBaby'],1,39.11365616,-94.87693183,13,124.5,2020-05-29
129,"Tech N9ne's Enterfear Tour ft. Jelly Roll, Krizz Kaliko, King Iso & Maez301",event,,"Tickets available locally at Diamond W Western Wear (E 2nd St), Blaze N Js (W9th St) & Fusion Pit (Anderson Outlets)While crafting what would be one of the most important albums of his career, Tech N9ne thought back to some of his early material. Before Strange Music became the No. 1 independent rap music label, the Kansas City rapper released The Calm Before The Storm. The acclaimed collection included songs that hinted at the type of artist he would become, from the conceptually rich Questions to the devilishly clever Mitch Bade.So for The Storm, Tech N9ne wanted to revisit and build upon his musical foundation. I knew if I named it The Storm, it would push me to do the best music Ive ever done, Tech N9ne explains. Im coming off of Special Effects, which featured songs with Eminem, Krizz Kaliko, 2 Chainz, B.o.B and T.I. But its not just the features. It was a big record, period. I just couldnt come with a title that wasnt going to push me. It actually pushed me to do some damn good music, man.The resulting The Storm features Tech N9ne delivering 20 stellar songs that fit into three sonic worlds. The Storm kicks off with the Kingdom section, a showcase for the rappers narcissistic side. He then travels to Clown Town, which finds him at his darkest. The set closes with the G. Zone, a nod to the gangster side of his personality.For his own work, Tech N9ne has a high standard. I have to rap against Tech N9ne every time I do a record, he says. And thats hard to do. Tech N9ne has been doing just that since he emerged in the mid-1990s. Subsequently, the visionary rapper has become as one of the genres most prolific and acclaimed artists. He and business partner Travis OGuin have built Strange Music into the industry standard with robust music, touring and merchandise components. Even though Strange Music remains fiercely independent, Tech N9ne still enjoys major label level success. He earned his second and third gold certifications in 2016 for his Fragile and Hood Go Crazy singles, testaments to OGuins and his dedication to the company. Reinvest, reinvest, reinvest, Tech N9ne says. Thats how you build. Thats how we built this empire.As Strange Music grew into a music industry force, it developed a reputation over the last decade-plus as one of the only reliable businesses in the field. All of that made the The Storm so striking to Tech N9nes fans and Tech N9ne himself, but the workload is not easy. Its hard, but I make sure that I have some happiness around me at all times Tech says.Revisiting his roots and overcoming adversity helped shape The Storm, Tech N9nes most powerful musical moment. Brace yourself.","No cameras, audio or video. No crowdsurfing/moshing. Opening acts subject to change. No refunds.",28.0,28.0,None,Chico,California,Senator Theater,Tech N9ne,"['Tech N9ne', 'Krizz Kaliko']",2,39.728101,-121.837559,2,28.0,2020-04-17
130,Ski Mask the Slump God,event,ELECTRIC FACTORY,Our Ski Mask The Slump God show at Franklin Music Hall has been rescheduled to June 4. All previously purchased tickets will be honored,Our Ski Mask The Slump God show at Franklin Music Hall has been rescheduled to June 4. All previously purchased tickets will be honored.,32.5,32.5,French Rap,Philadelphia,Pennsylvania,Franklin Music Hall,Ski Mask The Slump God,['Ski Mask The Slump God'],1,39.9588683,-75.1502117,19,32.5,2020-06-04
131,Russ: Shake The Globe Tour,event,LIVE NATION MUSIC,,"DUE TO HEIGHTENED SECURITY PLEASE ARRIVE EARLY Items ALLOWED to be brought in to venue: (all items are subject to change at the tour's request without notice) One (1) sealed bottle of water up to 24 ounces Personal camera (no flash photography permitted) Lawn chairs Blankets Small personal tote-type umbrellas Binoculars Items NOT ALLOWED to be brought in to venue include, but are not limited to: Weapons of any kind Professional cameras with detachable lenses Audio and video recording equipment including GoPros Glass bottles/cans Outside food & beverages (except for one (1) sealed bottle of water up to 24 ounces) Alcohol Selfie sticks iPads and tablets Laser pointers Backpacks Lawn Seating The lawn is always first come, first served. Guests may notice a row or seat number on their lawn ticket, but that is only used for tracking purposes.",34.5,94.25,French Rap,Baltimore,Maryland,MECU Pavilion,Russ,"['Russ', 'Benny The Butcher', 'Bia', 'Bugus']",4,39.284033,-76.604426,21,64.375,2020-05-29
132,NF - The Search Tour,event,LIVE NATION MUSIC,All ages welcome. Doors 6:30pm Show 7:30pm,"This is a general admission, standing only event. All ages welcome. Doors 6:30pm Show 7:30pm",49.5,55.0,French Rap,Indianapolis,Indiana,Old National Centre,NF,['NF'],1,39.77464676,-86.15145874,96,52.25,2020-04-13
133,West Coast Takeover,event,PROMOTED BY VENUE,Artist Subject to Change,Artist Subject To Change,59.0,125.0,French Rap,Detroit,Michigan,Fox Theatre Detroit,E-40,"['E-40', 'Too Short', 'DJ Quik', '#Amg', 'Mack 10', 'Tha Dogg Pound']",6,42.338548,-83.05207,35,92.0,2020-05-23
134,G Herbo - PTSD Tour,event,HOUSE OF BLUES CONCERTS (HOB),"This event has been rescheduled to July 25th, 2020. Original tickets will be honored. Doors open at 7PM. Show starts at 8PM. This is an All Ages Event. Scheduled Support : King Von, Lil Loaded, Shaun Sloan and special guest Pretty Savage For VIP seating, please contact HOBDallasVIP@LiveNation.com Online sales will close at PM on the day of the event. To purchase tickets on the day of the event after PM, please visit the House of Blues Box Office at the venue located at 2200 North Lamar Street in Dallas. All sales are subject to increase the day of the show. Support acts are subject to change without notice.","This event has been rescheduled to July 25th, 2020. Original tickets will be honored. Doors open at 7PM. Show starts at 8PM. This is an All Ages Event. Scheduled Support : King Von, Lil Loaded, Shaun Sloan and special guest Pretty Savage For VIP seating, please contact HOBDallasVIP@LiveNation.com Online sales will close at 7PM on the day of the event. To purchase tickets on the day of the event after 7PM, please visit the House of Blues Box Office at the venue located at 2200 North Lamar Street in Dallas. All sales are subject to increase the day of the show. Support acts are subject to change without notice.",25.0,25.0,French Rap,Dallas,Texas,House of Blues Dallas presented by Cricket Wireless,G Herbo,"['G Herbo', 'King Von', 'Lil Loaded', 'Shaun Sloan', 'Pretty Savage']",5,32.78521325,-96.80851279,88,25.0,2020-07-25
135,"TECH N9NE, Jelly Roll, Krizz Kaliko, King Iso, Maez 301",event,,"**All reserved seating is along the balcony ledge and is first come first serve for reserved seating ticket holders within each section. Padded seat stools are used and there are no backs to them. Sections A and K are alongside the PA system that is hanging from the ceiling and has a semi obstructed view. General admission ticket holders will be standing directly behind this seating, there is no barrier separating reserved seating and general admission**",,40.0,150.0,Urban,Joliet,Illinois,The Forge,Tech N9ne,"['Tech N9ne', 'Krizz Kaliko']",2,41.52768,-88.08213,60,95.0,2020-05-09
136,NF - The Search Tour,event,PROMOTED BY VENUE,Mobile tickets would be delayed until 72hrs prior to event.,,39.5,39.5,French Rap,San Diego,California,Petco Park,NF,['NF'],1,32.70709659,-117.15680771,269,39.5,2020-05-18
137,Kevin Gates - I'm Him Part 2 Tour,event,LIVE NATION MUSIC,Egyptian Room at Old National Centre All ages welcome! Doors: 7:00 PM Show: 8:00 PM,"Egyptian Room at Old National Centre All ages welcome! This is a general admission, standing only event. Doors: 7:00 PM Show: 8:00 PM",40.0,45.0,French Rap,Indianapolis,Indiana,Old National Centre,Kevin Gates,['Kevin Gates'],1,39.77464676,-86.15145874,96,42.5,2020-06-04
138,Jeezy,event,PROMOTED BY VENUE,,All patrons require a ticket. Event occurs rain or shine. No cameras/audio/video.,56.0,150.0,French Rap,Detroit,Michigan,The Aretha Franklin Amphitheatre,Jeezy,"['Jeezy', 'T.I.']",2,42.333185,-83.025892,18,103.0,2020-06-27
139,"TECH N9NE, Jelly Roll, Krizz Kaliko, KING ISO, MAEZ 301",event,,TICKETS ALSO AVAILABLE AT:HOUSE OF GUITARS AND AARONS ALLEY,,30.0,30.0,Urban,Rochester,New York,Marina Jeep Arena at The Main Street Armory,Tech N9ne,"['Tech N9ne', 'Krizz Kaliko']",2,43.162052,-77.588146,6,30.0,2020-05-20
140,Tech N9ne's EnterFear Tour 2020,event,,"Tech N9nes Enterfear Tour 2020Tech N9ne & Jelly Rollwith special guests Krizz Kaliko, King ISO, Maez 301Wednesday, May 27th - Doors 7pmAll Ages Event",,35.0,59.0,Urban,Sauget,Illinois,Pops Concert Venue,Tech N9ne,['Tech N9ne'],1,38.60242,-90.175567,28,47.0,2020-05-27
141,Tech N9ne,event,LIVE NATION MUSIC,All Ages Welcome Doors Open at 7:00pm Show Begins at 8:00pm Will call opens two hours prior to door time. All support acts are subject to change. For more information visit www.20MonroeLive.com,All Ages Welcome. Doors 7pm / Show 8pm,32.5,55.0,French Rap,Grand Rapids,Michigan,20 Monroe Live,Tech N9ne,"['Tech N9ne', 'Jelly Roll', 'Krizz Kaliko', 'King ISO', 'Maez301']",5,42.963401,-85.672069,39,43.75,2020-05-15
142,Tech N9ne - Enterfear Tour 2020,event,,ALL AGES,,35.0,90.0,Urban,Boise,Idaho,Knitting Factory Concert House - Boise,Tech N9ne,['Tech N9ne'],1,43.613149,-116.207134,68,62.5,2020-04-30
143,All Star Legends of Hip Hop,event,PROMOTED BY VENUE,All sales are subject to availability at the time of purchase. Support acts are subject to change without notice.,,59.0,89.0,French Rap,Dallas,Texas,Music Hall At Fair Park,Juvenile,"['Juvenile', 'Mystikal', 'Too Short', 'Trick Daddy', 'Twista']",5,32.78037016,-96.76590197,76,74.0,2020-04-04
144,"V101's Summer Jam 2020: Bell Biv Devoe, Tony! Toni! Tone! & More",event,PROMOTED BY VENUE,"MUST BE 21 TO ATTEND. HOWEVER, GUESTS BETWEEN THE AGES OF 13-20 MAY ATTEND IF ACCOMPANIED AT ALL TIMES BY AN ADULT 21 YEARS OR OLDER.","MUST BE 21 TO ATTEND. HOWEVER, GUESTS BETWEEN THE AGES OF 13-20 MAY ATTEND IF ACCOMPANIED AT ALL TIMES BY AN ADULT 21 YEARS OR OLDER.",49.95,179.95,French Rap,Lincoln,California,Thunder Valley Casino Resort,Bell Biv Devoe,"['Bell Biv Devoe', 'Tony Toni Tone', 'DJ Quik', 'Color Me Badd', 'Hi Five']",5,38.840694,-121.312323,23,114.94999999999999,2020-06-20
145,G Herbo - PTSD Tour,event,LIVE NATION MUSIC,"** This event is moving from February 17, 2020 to March 29, 2020. All original tickets will be honored, refunds available at point of purchase.** Doors are at 7PM. The show is at 8PM. This is an 18+ Show. Valid ID required.",,39.5,57.0,French Rap,Minneapolis,Minnesota,Varsity Theater,G Herbo,"['G Herbo', 'King Von', 'Lil Loaded', 'Shaun Sloan', 'Pretty Savage']",5,44.980837,-93.237034,45,48.25,2020-03-29
147,NBA Youngboy,event,PROMOTED BY VENUE,,,45.0,45.0,French Rap,Tallahassee,Florida,Tallahassee Pavilion,NBA Youngboy,"['NBA Youngboy', 'Desi Banks', 'Stunna 4 Vegas', 'Rylo Rodriguez']",4,30.475257,-84.290077,2,45.0,2020-04-03
148,Die Antwoord - House Of Zef North American Tour 2020,event,LIVE NATION MUSIC,Purchase your tickets at the Hollywood Palladium box office every Saturday from 10am-2pm without service charges for any event at the Hollywood Palladium or Wiltern . Subject to availability. All tickets for this show are General Admission Standing Room only.,Purchase your tickets at the Hollywood Palladium box office every Saturday from 10am-2pm without service charges for any event at the Hollywood Palladium or Wiltern . Subject to availability. All tickets for this show are General Admission Standing Room only. This event has been rescheduled. Original Date: September 19 2019 at 7pm New Date: May 14 2020 at 7pm,49.5,69.5,French Rap,Hollywood,California,Hollywood Palladium,Die Antwoord,['Die Antwoord'],1,34.09850537,-118.32421313,40,59.5,2020-05-14
150,G Herbo - PTSD Tour,event,LIVE NATION MUSIC,All Ages Welcome Doors Open at 7:00pm Show Begins at 8:00pm Will call opens two hours prior to door time. All support acts are subject to change. For more information visit www.20MonroeLive.com,"Event was rescheduled from Feb. 19, 2020 to April 1, 2020, Original tickets will be honored; refunds are available upon request at point of purchase. All Ages Welcome. Doors 7PM / Show 8PM",30.0,55.0,French Rap,Grand Rapids,Michigan,20 Monroe Live,G Herbo,"['G Herbo', 'King Von', 'Lil Loaded', 'Shaun Sloan', 'Pretty Savage']",5,42.963401,-85.672069,39,42.5,2020-04-01
151,Legends of Hip Hop,event,PROMOTED BY VENUE,"Everyone needs a ticket, regardless of age. Juvenile, Mystikal, Scarface, 8 Ball & MJG, Bun B - Artists subject to change","Everyone needs a ticket, regardless of age. Juvenile, Mystikal, Scarface, 8 Ball & MJG, Bun B - Artists subject to change",51.0,127.0,French Rap,Kansas City,Missouri,Municipal Auditorium,Juvenile,"['Juvenile', 'Mystikal', 'Scarface', '8ball & MJG', 'Too Short', 'Bun B']",6,39.099437,-94.587721,11,89.0,2020-04-18
152,"Ginuwine, Juvenile, Chingy, Random Tanner",event,,Pre-Sale Starts Thursday December 19 at 8:00AM! Use Pre-Sale Code: Rust Belt,,40.0,75.0,Urban,East Moline,Illinois,The Rust Belt,Ginuwine,"['Ginuwine', 'Juvenile', 'Chingy']",3,41.518627,-90.446202,9,57.5,2020-03-21
153,Kevin Gates - I'm Him Part 2 Tour,event,LIVE NATION MUSIC,All Ages Welcome Doors: 7:00 PM Show: 8:00 PM Will call opens two hours prior to door time. All support acts are subject to change. For more information visit WWW.20MONROELIVE.COM .,All Ages Welcome Doors: 7:00 PM Show: 8:00 PM,39.5,75.0,French Rap,Grand Rapids,Michigan,20 Monroe Live,Kevin Gates,['Kevin Gates'],1,42.963401,-85.672069,39,57.25,2020-06-05
154,Kevin Gates - I'm Him Part 2 Tour,event,MAMMOTH INC,"Kevin Gates - I'm Him Part 2 Tour. General Admission Event; VIP Pit tickets include a preferred viewing area, private restrooms, and private cash bar. Doors 7pm / Show 8pm",,39.5,75.0,French Rap,Wichita,Kansas,Wave,Kevin Gates,['Kevin Gates'],1,37.690009,-97.330696,1,57.25,2020-05-27
155,Lil Mosey - Certified Hitmaker North American Tour 2020,event,HOUSE OF BLUES CONCERTS (HOB),"Door Time: 6:30pm Show Time: 7:30pm All Ages *All support acts are subject to change without notice.* Lighters are not allowed in the venue and there is absolutely NO SMOKING OR VAPING allowed at the venue per the city of Boston Ordinances. Any smoking or vaping will result in IMMEDIATE EJECTION from the event. All bags larger than 10 in x 10 in, backpacks, professional cameras (i.e detachable lenses), video equipment, luggage, and like articles are strictly prohibited. Any medication must be accompanied with proof of prescription.","There is a mobile delivery delay for this show and tickets will be availalble starting on March 18, 2020.",25.0,45.0,French Rap,Boston,Massachusetts,House of Blues Boston presented by Cricket Wireless,Lil Mosey,"['Lil Mosey', 'Bankrol Hayden']",2,42.3471841,-71.0957036,59,35.0,2020-04-01
156,No Limit Reunion With Master P,event,PROMOTED BY VENUE,No Limits Reunion Tour Master P Mystikal Silkk The Shocker Mia X Mr. Serv-On Fiend Young Bleed Please Note: **CLEAR BAG POLICY IN EFFECT** **ALL AGES SHOW - 2 AND OVER REQUIRE A TICKET** DOORS OPEN 1 HOUR PRIOR TO SHOW,,45.0,109.0,French Rap,Omaha,Nebraska,Baxter Arena,Master P,"['Master P', 'Mystikal', 'Silkk the Shocker', 'Mia X', 'Fiend']",5,41.238819,-96.014593,11,77.0,2020-05-02
157,"The Beat Throwdown ft. Busta Rhymes, Brandy, Next, Mya, Jon B. & Case",event,PROMOTED BY VENUE,"General Doors will open one (1) hour prior to the scheduled event time. General Parking will be $15, day of show. Valet Parking will be $25, day of show.","General Doors will open one (1) hour prior to the scheduled event time. General Parking will be $15, day of show. Valet Parking will be $25, day of show.",49.5,149.5,French Rap,Cedar Park,Texas,H-E-B Center at Cedar Park,Busta Rhymes,"['Busta Rhymes', 'Brandy', 'Next', 'Mya', 'Jon B.', 'Case']",6,30.5393195,-97.82448,36,99.5,2020-04-25
158,Die Antwoord - House Of Zef North American Tour 2020,event,ANOTHER PLANET,"Due to scheduling conflicts, the Die Antwoord - House Of Zef USA Tour originally planned for Fall 2019 has been postponed to Spring 2020. Your ticket(s) purchased for the Fall 2019 show will be honored at the Spring 2020 show. For all new dates and more information please visit http://dieantwoord.com/","All tickets for this show are general admission, standing on floor level or seated upstairs on a first come, first serve basis.",49.5,49.5,French Rap,San Francisco,California,Bill Graham Civic Auditorium,Die Antwoord,['Die Antwoord'],1,37.778479,-122.417473,19,49.5,2020-05-15
159,G Herbo - PTSD Tour,event,HOUSE OF BLUES CONCERTS (HOB),"The event has been rescheduled to April 7th, 2020 with doors opening at 7pm. Tickets previously purchased will be honored for new date and time. Doors at 7pm Show at 8pm This is an All Ages event. This event is general admission, standing room only with reserved seats in the balcony. All general admission (GA) tickets are for standing room only. Ticket Prices: $30 - Advance GA Ticket $35 - Day of Show GA Ticket $40 - Reserved Balcony Ticket *All ticket prices are subject to applicable service charges, and may change without notice. Lineup: G Herbo King Von Lil Loaded Shaun Sloan Pretty Savage *All support acts are subject to change without notice. Join us for dinner in House of Blues Restaurant & Bar before the show. View our menu and make reservations online or call: 216.523.2583","The event has been rescheduled to April 7th, 2020 with doors opening at 7pm. Tickets previously purchased will be honored for new date and time. This event is general admission, standing room only with reserved seats in the balcony. All general admission (GA) tickets are for standing room only.",30.0,40.0,French Rap,Cleveland,Ohio,House of Blues Cleveland presented by Cricket Wireless,G Herbo,"['G Herbo', 'King Von', 'Lil Loaded', 'Shaun Sloan', 'Pretty Savage']",5,41.49949386,-81.6910261,54,35.0,2020-04-07
160,Die Antwoord - House Of Zef North American Tour 2020,event,LIVE NATION MUSIC,"Due to scheduling conflicts, the Die Antwoord - House Of Zef USA Tour originally planned for Fall 2019 has been rescheduled to Spring 2020.",Event is GENERAL ADMISSION FLOOR or GENERAL ADMISSION BOWL. Tickets purchased for the floor may not access the bowl. Tickets purchased for the bowl may not access the floor. Please confirm your location prior to checkout.,46.5,56.5,French Rap,Portland,Oregon,Veterans Memorial Coliseum,Die Antwoord,['Die Antwoord'],1,45.533299,-122.667442,20,51.5,2020-05-20
161,G Herbo - PTSD Tour,event,LIVE NATION MUSIC,Egyptian Room at Old National Centre Doors: 7:00 PM Show: 8:00 PM,"Event has been rescheduled from Feb. 20, 2020 at 8pm to Aprll 6, 2020 at 8pm. Original tickets will be honored. Refunds are available at the point of purchase upon request. This is a general admission, standing only event. Doors: 7:00 PM Show: 8:00 PM",30.0,30.0,French Rap,Indianapolis,Indiana,Old National Centre,G Herbo,"['G Herbo', 'King Von', 'Lil Loaded', 'Shaun Sloan', 'Pretty Savage']",5,39.77464676,-86.15145874,96,30.0,2020-04-06
